, ,Time,StnPres,Temperature,RH,WS,WD,Precp,Holiday,target
15162,5178,15,1000.8,30.9,71.0,1.6,76.0,0.0,0,0
15163,5199,15,999.3,32.5,63.0,2.1,88.0,0.0,0,0
15164,5220,15,996.2,34.6,59.0,1.1,326.0,0.0,0,0
15165,5241,15,1000.0,32.3,69.0,0.4,95.0,0.0,0,0
15166,5262,15,1001.6,27.1,96.0,1.7,300.0,20.0,0,0
15167,5325,15,1000.4,32.1,58.0,1.8,306.0,0.0,0,0
15168,5346,15,1001.5,29.8,75.0,2.5,84.0,0.0,0,0
15169,5367,15,1001.9,26.4,86.0,0.4,260.0,0.0,0,0
15170,5388,15,998.5,27.5,69.0,1.1,263.0,0.0,0,0
15171,5409,15,998.6,31.2,56.0,0.5,292.0,0.0,0,0
15172,5472,15,1001.4,29.8,55.0,1.2,75.0,0.0,0,0
15173,5493,15,1000.2,33.0,55.0,0.4,117.0,0.0,0,0
15174,5514,15,1000.0,33.0,63.0,0.7,75.0,0.0,0,0
15175,5535,15,999.1,33.9,59.0,0.3,113.0,0.0,0,0
15176,5556,15,1001.5,33.1,61.0,0.5,106.0,0.0,0,0
15177,5619,15,1001.9,33.1,63.0,0.1,0.0,0.0,0,0
15178,5640,15,1000.8,35.5,49.0,1.3,301.0,0.0,0,0
15179,5661,15,998.7,35.8,47.0,1.5,285.0,0.0,0,0
15180,5682,15,1000.9,27.6,80.0,0.0,0.0,0.0,0,0
15181,5703,15,1004.6,28.8,78.0,2.1,83.0,0.0,0,0
15182,5724,15,1007.4,28.9,74.0,1.5,69.0,0.0,0,0
15183,5766,15,1001.3,32.2,69.0,0.7,90.0,0.0,0,0
15184,5787,15,1004.2,30.4,74.0,0.7,93.0,0.0,0,0
15185,5829,15,1004.5,29.3,70.0,1.4,86.0,0.0,0,0
15186,5850,15,1004.4,29.4,77.0,1.9,88.0,0.0,0,0
15187,5955,15,1003.5,27.2,93.0,0.2,0.0,1.5,0,0
15188,5976,15,1001.9,25.8,90.0,0.9,87.0,1.5,0,0
15189,5997,15,998.6,24.3,96.0,1.7,71.0,3.0,0,0
15190,6060,15,1001.6,31.1,64.0,1.7,85.0,0.0,0,0
15191,6081,15,1004.7,26.7,85.0,1.7,98.0,0.0,0,0
15192,6102,15,1004.2,24.9,94.0,0.7,82.0,0.0,0,0
15193,6123,15,1002.5,24.5,90.0,0.7,80.0,0.0,0,0
15194,6144,15,1002.5,22.6,91.0,0.4,40.0,0.0,0,0
15195,6207,15,1008.3,23.4,62.0,0.9,7.0,0.0,0,0
15196,6228,15,1011.2,22.1,78.0,0.4,118.0,0.0,0,0
15197,6249,15,1010.0,24.1,63.0,1.5,95.0,0.0,0,0
15198,6270,15,1006.7,24.4,61.0,0.7,41.0,0.0,0,0
15199,6291,15,1008.5,25.0,55.0,1.1,354.0,0.0,0,0
15200,6354,15,1014.6,18.9,76.0,0.1,0.0,0.0,0,0
15201,6375,15,1010.9,21.3,74.0,1.7,77.0,0.0,0,0
15202,6396,15,1006.3,26.2,69.0,0.8,79.0,0.0,0,0
15203,6417,15,1004.2,27.1,78.0,0.2,0.0,0.0,0,0
15204,6438,15,1009.2,21.7,83.0,0.2,0.0,0.0,0,0
15205,6501,15,1006.5,27.4,73.0,1.2,72.0,0.0,0,0
15206,6522,15,1005.5,30.0,66.0,0.9,110.0,0.0,0,0
15207,6543,15,1008.1,23.0,93.0,0.9,105.0,0.0,0,0
15208,6564,15,1007.3,22.8,92.0,2.4,82.0,0.0,0,0
15209,6585,15,1004.9,29.2,68.0,0.2,0.0,0.0,0,0
15210,6648,15,1003.9,22.8,94.0,0.5,2.0,0.0,0,0
15211,6669,15,1005.7,22.7,90.0,2.0,84.0,0.0,0,0
15212,6690,15,1007.6,23.2,83.0,1.9,68.0,0.0,0,0
15213,6711,15,1004.6,27.4,89.0,1.6,86.0,0.0,0,0
15214,6732,15,1001.1,28.8,71.0,0.1,0.0,0.0,0,0
15215,6795,15,1010.4,18.4,98.0,2.0,74.0,0.0,0,0
15216,6816,15,1006.2,22.0,94.0,1.4,80.0,0.0,0,0
15217,6837,15,1006.8,19.0,92.0,1.3,67.0,0.0,0,0
15218,6858,15,1013.0,16.4,84.0,0.9,108.0,0.0,0,0
15219,6879,15,1014.4,18.0,76.0,1.1,74.0,0.0,0,0
15220,6942,15,1009.3,21.3,92.0,2.2,85.0,0.0,0,0
15221,6963,15,1007.8,28.4,65.0,1.1,79.0,0.0,0,0
15222,6984,15,1006.4,28.8,67.0,0.2,0.0,0.0,0,0
15223,7005,15,1008.6,21.4,90.0,1.2,80.0,0.0,0,0
15224,7026,15,1012.2,18.2,95.0,1.9,83.0,0.0,0,0
15225,7089,15,1010.5,19.4,74.0,0.3,119.0,0.0,0,0
15226,7110,15,1013.4,16.1,74.0,0.2,0.0,0.0,0,0
15227,7131,15,1010.8,15.4,89.0,1.8,86.0,0.0,0,0
15228,7152,15,1008.6,17.1,98.0,0.3,63.0,1.0,0,0
15229,7173,15,1013.6,15.1,55.0,1.0,3.0,0.0,0,0
15230,7236,15,1011.2,17.0,64.0,1.2,77.0,0.0,0,0
15231,7257,15,1011.2,16.2,97.0,1.9,72.0,0.5,0,0
15232,7278,15,1011.3,17.1,93.0,3.3,86.0,0.0,0,0
15233,7299,15,1010.4,18.2,87.0,2.4,85.0,0.0,0,0
15234,7320,15,1008.1,22.3,70.0,1.2,76.0,0.0,0,0
15235,7383,15,1015.2,14.2,94.0,0.8,80.0,0.0,0,0
15236,7404,15,1017.4,13.6,97.0,1.0,65.0,1.0,0,0
15237,7425,15,1019.8,16.9,61.0,1.2,89.0,0.0,0,0
15238,7446,15,1016.8,16.7,58.0,2.3,80.0,0.0,0,0
15239,7467,15,1010.5,22.0,54.0,1.9,88.0,0.0,0,0
15240,7530,15,1012.8,16.9,57.0,2.0,77.0,0.0,0,0
15241,7551,15,1012.2,18.4,69.0,3.0,74.0,0.0,0,0
15242,7572,15,1012.2,19.5,63.0,1.7,74.0,0.0,0,0
15243,7593,15,1009.9,21.3,66.0,1.4,104.0,0.0,0,0
15244,7614,15,1012.2,20.2,82.0,2.5,86.0,0.0,0,1
15245,32,15,1009.3,21.7,63.0,1.6,105.0,0.0,0,0
15246,53,15,1009.0,22.3,68.0,2.0,79.0,0.0,0,0
15247,74,15,1006.5,22.3,70.0,1.0,251.0,0.0,0,0
15248,95,15,1009.0,17.1,88.0,0.3,84.0,0.0,0,0
15249,158,15,1004.1,19.7,96.0,0.0,0.0,0.5,0,0
15250,179,15,1012.8,11.9,65.0,0.6,44.0,0.0,0,0
15251,200,15,1016.2,13.7,41.0,1.1,85.0,0.0,0,0
15252,221,15,1017.4,13.2,50.0,0.9,80.0,0.0,0,0
15253,242,15,1019.8,11.9,47.0,0.5,21.0,0.0,0,0
15254,305,15,1007.1,22.8,51.0,2.1,87.0,0.0,0,0
15255,326,15,1004.1,23.4,54.0,1.2,263.0,0.0,0,0
15256,347,15,1005.7,22.7,69.0,1.0,96.0,0.0,0,0
15257,368,15,1007.6,21.1,89.0,1.8,78.0,0.0,0,0
15258,389,15,1009.7,17.4,96.0,0.9,71.0,0.0,0,0
15259,452,15,1005.4,17.1,78.0,1.1,19.0,0.0,0,0
15260,473,15,1006.2,19.6,71.0,1.4,95.0,0.0,0,0
15261,494,15,1007.9,16.8,80.0,2.3,76.0,0.0,0,0
15262,515,15,1007.4,17.4,84.0,1.2,82.0,0.0,0,0
15263,536,15,1011.6,13.5,95.0,1.1,78.0,0.0,0,0
15264,599,15,1012.2,11.3,89.0,1.0,94.0,0.0,0,0
15265,620,15,1010.6,12.6,97.0,1.0,82.0,0.0,0,0
15266,641,15,1008.4,16.1,98.0,0.3,66.0,0.0,0,0
15267,662,15,1012.8,11.4,97.0,0.6,61.0,0.0,0,1
15268,683,15,1014.9,12.5,87.0,0.6,82.0,0.0,0,1
15269,746,15,1017.0,7.7,96.0,0.0,0.0,0.5,0,1
15270,767,15,1015.3,10.5,58.0,1.0,76.0,0.0,0,1
15271,788,15,1011.6,10.8,99.0,2.3,79.0,0.5,0,1
15272,809,15,1009.8,13.0,81.0,2.6,74.0,0.0,0,1
15273,830,15,1006.3,18.0,90.0,0.0,0.0,0.0,0,1
15274,893,15,1017.2,15.4,47.0,0.9,77.0,0.0,0,1
15275,914,15,1012.8,16.2,62.0,2.0,77.0,0.0,0,1
15276,935,15,1008.4,24.0,41.0,1.4,285.0,0.0,0,1
15277,1082,15,1007.9,16.4,94.0,1.9,76.0,0.0,0,1
15278,1103,15,1010.6,14.6,99.0,0.7,77.0,2.5,0,1
15279,1124,15,1011.3,16.5,79.0,2.2,83.0,0.0,0,1
15280,1187,15,1011.7,16.8,75.0,2.1,79.0,0.0,0,1
15281,1208,15,1007.3,21.1,71.0,0.5,300.0,0.0,0,1
15282,1250,15,1003.6,28.0,41.0,1.6,116.0,0.0,0,0
15283,1271,15,1003.7,28.2,58.0,0.7,279.0,0.0,0,0
15284,1334,15,1002.4,27.2,60.0,1.6,293.0,0.0,0,0
15285,1355,15,1010.0,16.9,93.0,1.4,71.0,0.0,0,1
15286,1376,15,1014.8,17.0,42.0,0.7,39.0,0.0,0,0
15287,1397,15,1010.0,22.6,48.0,0.6,78.0,0.0,0,0
15288,1418,15,1007.5,26.1,43.0,2.0,91.0,0.0,0,0
15289,1481,15,1002.6,28.6,77.0,0.2,0.0,0.0,0,0
15290,1502,15,1003.2,29.0,71.0,0.0,0.0,0.0,0,0
15291,1523,15,1001.5,26.0,96.0,1.3,80.0,0.0,0,1
15292,1544,15,1007.5,17.9,92.0,2.1,84.0,0.0,0,0
15293,1565,15,1007.4,19.9,61.0,2.2,73.0,0.0,0,0
15294,1628,15,1005.3,28.1,57.0,0.6,73.0,0.0,0,0
15295,1649,15,1005.7,25.8,63.0,1.4,86.0,0.0,0,0
15296,1670,15,1004.2,28.3,60.0,0.4,279.0,0.0,0,1
15297,1691,15,1002.1,30.6,52.0,0.3,98.0,0.0,0,1
15298,1712,15,999.7,30.6,58.0,0.0,0.0,0.0,0,0
15299,1775,15,1004.2,24.4,66.0,0.9,63.0,0.0,0,0
15300,1796,15,1006.8,24.2,84.0,0.8,86.0,0.0,0,0
15301,1817,15,1005.7,25.1,72.0,2.5,72.0,0.0,0,1
15302,1838,15,1003.0,27.9,69.0,1.5,306.0,0.0,0,1
15303,1859,15,1004.5,28.5,69.0,0.5,323.0,0.0,0,0
15304,1880,15,1003.6,29.9,70.0,0.2,0.0,0.0,0,0
15305,1922,15,1009.2,20.0,97.0,0.9,84.0,0.0,0,0
15306,1943,15,1008.2,24.6,63.0,2.9,75.0,0.0,0,0
15307,2069,15,1008.0,24.7,59.0,1.2,98.0,0.0,0,0
15308,2090,15,1004.7,26.6,67.0,0.5,70.0,0.0,0,0
15309,2111,15,1002.4,31.3,60.0,0.1,0.0,0.0,0,1
15310,2132,15,1001.9,30.7,64.0,0.1,0.0,0.0,0,0
15311,2153,15,1000.9,32.8,62.0,0.8,24.0,0.0,0,0
15312,2216,15,999.1,31.4,75.0,1.0,82.0,0.0,0,0
15313,2237,15,998.2,33.8,62.0,0.5,59.0,0.0,0,0
15314,2258,15,999.4,30.9,68.0,0.6,59.0,0.0,0,1
15315,2279,15,999.8,32.0,62.0,2.0,258.0,0.0,0,1
15316,2300,15,1002.1,29.5,79.0,1.9,90.0,0.0,0,0
15317,2363,15,1001.5,27.8,74.0,2.1,72.0,0.0,0,0
15318,2384,15,998.1,31.8,66.0,0.7,257.0,0.0,0,0
15319,2405,15,998.4,32.2,60.0,1.5,228.0,0.0,0,1
15320,2426,15,999.2,32.0,61.0,1.0,86.0,0.0,0,1
15321,2447,15,1000.8,31.4,72.0,1.8,252.0,0.0,0,0
15322,2510,15,1000.7,33.2,61.0,1.3,256.0,0.0,0,0
15323,2531,15,1004.3,23.6,93.0,2.0,79.0,0.0,0,0
15324,2552,15,1003.1,25.9,78.0,1.1,93.0,0.0,0,1
15325,2573,15,1000.7,28.2,85.0,2.1,73.0,0.0,0,0
15326,2594,15,1000.1,29.0,81.0,0.9,85.0,0.0,0,0
15327,2657,15,998.2,31.0,75.0,2.8,81.0,0.0,0,0
15328,2678,15,995.3,32.0,75.0,1.2,87.0,0.0,0,0
15329,2699,15,991.3,30.1,77.0,1.9,85.0,0.0,0,1
15330,2720,15,991.8,27.3,98.0,1.3,66.0,4.5,0,1
15331,2741,15,994.4,24.8,99.0,0.3,34.0,0.0,0,0
15332,2804,15,990.4,24.8,100.0,1.1,97.0,1.0,0,0
15333,2825,15,992.8,24.8,97.0,0.6,85.0,0.0,0,0
15334,2846,15,997.7,28.2,77.0,0.8,85.0,0.0,0,1
15335,2867,15,995.7,30.7,75.0,0.7,88.0,0.0,0,1
15336,2888,15,996.1,28.8,87.0,1.6,84.0,0.0,0,0
15337,2951,15,997.4,30.4,73.0,0.8,75.0,0.0,0,0
15338,2972,15,999.0,26.5,99.0,1.0,77.0,1.0,0,0
15339,2993,15,999.2,31.1,70.0,2.1,233.0,0.5,0,1
15340,3014,15,1001.4,31.1,70.0,1.0,352.0,0.0,0,0
15341,3035,15,1002.0,31.7,70.0,0.7,255.0,0.0,0,0
15342,3098,15,997.3,34.7,55.0,0.9,72.0,0.0,0,0
15343,3119,15,995.6,26.7,96.0,0.1,0.0,6.5,0,0
15344,3140,15,996.3,28.0,94.0,0.3,337.0,1.0,0,1
15345,3161,15,994.4,32.0,64.0,1.8,273.0,0.0,0,1
15346,3182,15,993.2,33.8,51.0,2.6,223.0,0.0,0,0
15347,3245,15,992.7,31.6,59.0,2.1,214.0,0.0,0,0
15348,3266,15,994.0,31.0,70.0,1.5,83.0,0.0,0,0
15349,3287,15,997.0,27.4,83.0,0.6,189.0,0.0,0,1
15350,3308,15,997.7,32.0,62.0,0.9,145.0,0.0,0,1
15351,3329,15,998.2,33.3,52.0,1.9,88.0,0.0,0,0
15352,3392,15,997.9,31.5,68.0,1.3,106.0,0.0,0,0
15353,3413,15,998.6,31.5,60.0,2.2,82.0,0.0,0,0
15354,3434,15,998.2,31.5,58.0,2.8,99.0,0.0,0,1
15355,3455,15,998.4,31.5,57.0,3.3,80.0,0.0,0,1
15356,3476,15,996.7,31.8,68.0,2.9,88.0,0.0,0,0
15357,3560,15,995.5,30.4,65.0,3.0,78.0,0.0,0,0
15358,3581,15,992.4,27.0,99.0,0.3,186.0,1.0,0,1
15359,3602,15,992.4,32.4,63.0,1.4,104.0,0.0,0,1
15360,3623,15,995.4,32.0,70.0,0.4,229.0,0.0,0,0
15361,3686,15,997.5,33.6,69.0,1.1,93.0,0.0,0,0
15362,3707,15,998.7,30.3,82.0,0.6,103.0,0.0,0,0
15363,3728,15,997.2,32.3,68.0,1.0,81.0,0.0,0,1
15364,3749,15,995.9,34.1,51.0,1.7,252.0,0.0,0,1
15365,3770,15,995.5,34.6,58.0,1.8,259.0,0.0,0,0
15366,3833,15,992.5,35.6,46.0,1.7,231.0,0.0,0,0
15367,3854,15,994.8,28.9,93.0,1.7,79.0,1.5,0,0
15368,3875,15,997.4,31.5,77.0,0.4,88.0,0.0,0,1
15369,3896,15,997.0,33.4,67.0,0.7,80.0,0.0,0,1
15370,3917,15,996.5,33.3,63.0,0.7,64.0,0.0,0,0
15371,3980,15,996.5,31.6,66.0,1.3,86.0,0.0,0,0
15372,4001,15,995.2,32.6,67.0,1.5,68.0,0.0,0,0
15373,4022,15,991.7,31.3,66.0,0.3,153.0,0.0,0,1
15374,4043,15,987.8,30.2,82.0,1.2,251.0,0.0,0,1
15375,4064,15,990.5,32.4,77.0,1.6,78.0,0.0,0,0
15376,4127,15,991.1,33.4,59.0,1.7,217.0,0.0,0,0
15377,4148,15,990.9,30.7,75.0,1.0,25.0,0.0,0,0
15378,4169,15,993.6,29.5,89.0,0.5,148.0,0.0,0,1
15379,4190,15,995.5,28.8,93.0,0.0,0.0,0.0,0,1
15380,4211,15,994.4,29.0,89.0,0.3,350.0,5.0,0,0
15381,4274,15,987.0,29.4,90.0,1.8,85.0,0.0,0,0
15382,4295,15,989.2,27.7,97.0,0.5,75.0,0.0,0,0
15383,4316,15,989.9,30.8,81.0,0.1,0.0,0.0,0,0
15384,4337,15,992.6,27.6,96.0,1.7,189.0,0.0,0,1
15385,4358,15,996.0,30.2,73.0,1.5,93.0,0.0,0,0
15386,4421,15,1002.6,26.1,99.0,0.2,0.0,13.0,0,0
15387,4442,15,1004.2,25.0,92.0,1.3,144.0,0.0,0,0
15388,4463,15,1001.0,31.1,66.0,0.1,0.0,0.0,0,1
15389,4484,15,998.0,30.6,76.0,0.4,70.0,0.0,0,1
15390,4505,15,995.6,33.9,46.0,1.9,229.0,0.0,0,0
15391,4568,15,996.7,31.2,74.0,0.8,238.0,0.0,0,0
15392,4589,15,998.0,26.3,95.0,0.8,153.0,0.0,0,0
15393,4610,15,999.6,27.7,86.0,1.4,77.0,0.0,0,1
15394,4631,15,1003.0,24.1,96.0,1.6,74.0,0.5,0,0
15395,4652,15,1001.9,25.4,99.0,1.2,78.0,3.5,0,0
15396,4715,15,1001.6,32.4,50.0,1.8,86.0,0.0,0,0
15397,4736,15,1000.9,31.1,69.0,1.2,102.0,0.0,0,0
15398,4757,15,997.2,28.7,77.0,3.7,74.0,0.5,0,1
15399,4778,15,1000.1,30.7,69.0,1.9,141.0,0.0,0,1
15400,4799,15,1002.7,35.9,50.0,0.4,239.0,0.0,0,0
15401,4862,15,1001.3,31.5,65.0,1.2,239.0,0.0,0,0
15402,4883,15,1002.5,31.4,71.0,0.2,0.0,0.0,0,0
15403,4904,15,1005.3,27.3,87.0,0.3,88.0,6.0,0,0
15404,4925,15,1003.5,27.7,87.0,1.9,74.0,0.0,0,0
15405,4946,15,1002.0,28.5,69.0,1.0,100.0,0.0,0,0
15406,5009,15,1000.3,26.6,59.0,0.7,6.0,0.0,0,0
15407,5030,15,998.8,25.8,80.0,1.2,325.0,0.0,0,0
15408,5051,15,998.9,24.4,68.0,0.5,228.0,0.0,0,1
15409,5072,15,1002.9,26.6,49.0,0.7,79.0,0.0,0,1
15410,5093,15,1005.8,28.1,46.0,2.4,86.0,0.0,0,0
15411,5156,15,1001.6,21.9,94.0,0.3,222.0,0.0,0,0
15412,5177,15,1000.7,28.2,50.0,1.3,250.0,0.0,0,0
15413,5198,15,1005.9,25.2,72.0,2.8,75.0,0.0,0,1
15414,5219,15,1006.5,23.9,77.0,2.2,72.0,0.0,0,1
15415,5240,15,1005.3,24.0,95.0,1.1,74.0,0.0,0,0
15416,5303,15,1010.8,20.7,91.0,0.6,104.0,0.0,0,0
15417,5324,15,1011.4,19.7,93.0,1.8,73.0,0.5,0,0
15418,5345,15,1009.6,21.5,90.0,2.4,78.0,0.0,0,1
15419,5366,15,1006.5,24.1,88.0,1.5,88.0,0.0,0,1
15420,5387,15,1005.1,25.7,79.0,1.1,79.0,0.0,0,0
15421,5450,15,1008.0,23.9,68.0,1.7,79.0,0.0,0,0
15422,5471,15,1011.9,20.3,88.0,1.0,69.0,0.0,0,0
15423,5492,15,1010.8,22.5,69.0,1.4,68.0,0.0,0,1
15424,5513,15,1008.0,26.2,62.0,0.7,92.0,0.0,0,1
15425,5534,15,1005.5,28.6,57.0,1.6,251.0,0.0,0,0
15426,5618,15,1006.7,27.7,65.0,1.3,247.0,0.0,0,0
15427,5639,15,1011.8,23.2,46.0,0.7,100.0,0.0,0,1
15428,5660,15,1007.9,23.6,40.0,0.4,137.0,0.0,0,1
15429,5681,15,1006.3,24.5,38.0,3.1,77.0,0.0,0,0
15430,5744,15,1011.5,18.6,92.0,2.6,74.0,1.0,0,0
15431,5765,15,1008.0,22.5,99.0,1.4,78.0,0.5,0,0
15432,5786,15,1007.2,24.6,81.0,0.6,33.0,0.0,0,1
15433,5807,15,1007.9,25.3,77.0,0.8,71.0,0.0,0,1
15434,5828,15,1008.4,24.9,86.0,0.5,63.0,0.0,0,0
15435,5891,15,1007.8,28.1,67.0,0.3,236.0,0.0,0,0
15436,5912,15,1010.0,22.0,91.0,1.7,75.0,0.0,0,0
15437,5954,15,1007.3,28.0,63.0,1.1,231.0,0.0,0,1
15438,5975,15,1004.9,28.0,62.0,0.6,89.0,0.0,0,0
15439,6038,15,1007.1,26.0,66.0,0.8,98.0,0.0,0,0
15440,6059,15,1007.0,25.4,73.0,2.0,73.0,0.0,0,0
15441,6080,15,1008.2,20.9,94.0,0.8,80.0,0.0,0,1
15442,6101,15,1005.9,26.5,76.0,0.5,225.0,0.0,0,1
15443,6122,15,1010.6,20.1,89.0,1.6,75.0,0.0,0,0
15444,6185,15,1012.8,18.7,85.0,0.8,58.0,0.0,0,0
15445,6206,15,1012.3,17.7,91.0,1.1,76.0,0.0,0,0
15446,6227,15,1010.6,23.6,70.0,1.9,88.0,0.0,0,1
15447,6248,15,1007.8,24.6,45.0,1.0,108.0,0.0,0,1
15448,6269,15,1010.3,21.9,78.0,0.0,0.0,0.5,0,0
15449,6332,15,1013.2,21.7,60.0,2.5,82.0,0.0,0,0
15450,6353,15,1010.7,25.1,55.0,1.0,84.0,0.0,0,0
15451,6374,15,1008.9,27.1,51.0,1.1,96.0,0.0,0,1
15452,6395,15,1006.3,28.8,51.0,0.2,0.0,0.0,0,1
15453,6416,15,1007.5,28.4,50.0,0.7,70.0,0.0,0,0
15454,6479,15,1006.1,26.5,79.0,1.1,77.0,0.0,0,0
15455,6500,15,1012.9,17.4,95.0,2.3,78.0,0.0,0,0
15456,6521,15,1014.5,17.1,94.0,2.2,80.0,0.0,0,1
15457,6542,15,1013.1,17.2,97.0,2.1,76.0,0.5,0,1
15458,6563,15,1009.6,21.0,90.0,1.3,81.0,0.0,0,0
15459,6626,15,1016.3,17.1,92.0,0.9,97.0,0.0,0,0
15460,6647,15,1017.4,16.8,94.0,2.0,76.0,0.0,0,0
15461,6668,15,1013.6,19.2,85.0,1.7,87.0,0.0,0,1
15462,6689,15,1011.2,20.9,76.0,1.4,226.0,0.0,0,1
15463,6710,15,1015.3,16.8,53.0,1.5,81.0,0.0,0,0
15464,6773,15,1006.3,26.2,46.0,1.4,85.0,0.0,0,0
15465,6794,15,1007.8,24.3,76.0,1.3,83.0,0.0,0,0
15466,6815,15,1007.7,27.0,61.0,0.8,238.0,0.0,0,1
15467,6836,15,1011.0,18.5,91.0,0.9,78.0,0.0,0,1
15468,6857,15,1010.8,17.1,97.0,1.3,74.0,0.5,0,0
15469,6920,15,1010.5,16.3,88.0,1.0,81.0,0.0,0,0
15470,6941,15,1016.6,14.0,90.0,1.7,71.0,0.5,0,0
15471,6962,15,1019.2,14.3,74.0,2.0,74.0,0.0,0,1
15472,6983,15,1016.7,14.9,91.0,2.4,78.0,0.0,0,1
15473,7004,15,1018.3,15.8,94.0,1.4,84.0,0.5,0,1
15474,54,15,1015.3,20.5,83.0,3.9,60.0,0.0,0,0
15475,75,15,1011.8,26.7,61.0,4.0,80.0,0.0,0,0
15476,96,15,1010.6,24.7,69.0,0.4,290.0,0.0,0,0
15477,117,15,1010.0,23.6,74.0,2.9,50.0,0.0,0,0
15478,180,15,1013.9,17.2,71.0,4.2,50.0,0.0,0,0
15479,201,15,1014.2,20.7,62.0,5.6,50.0,0.0,0,0
15480,222,15,1013.3,20.9,72.0,6.2,50.0,0.0,0,0
15481,243,15,1009.6,22.1,76.0,3.1,90.0,0.0,0,0
15482,264,15,1012.6,15.5,85.0,3.0,60.0,0.5,0,1
15483,327,15,1017.3,15.8,75.0,4.4,60.0,0.0,0,1
15484,348,15,1015.5,22.2,67.0,3.0,50.0,0.0,0,0
15485,369,15,1016.1,23.0,69.0,0.5,260.0,0.0,0,1
15486,390,15,1014.8,20.8,75.0,1.3,320.0,0.0,0,1
15487,411,15,1022.1,12.6,70.0,2.8,50.0,0.0,0,1
15488,474,15,1023.9,14.8,62.0,6.5,50.0,0.0,0,1
15489,495,15,1023.2,15.0,75.0,5.2,50.0,0.0,0,1
15490,516,15,1021.9,16.5,73.0,3.3,50.0,0.0,0,1
15491,537,15,1018.9,19.9,57.0,2.8,70.0,0.0,0,1
15492,684,15,1020.0,16.2,69.0,4.8,40.0,0.0,0,1
15493,705,15,1013.1,23.6,57.0,3.0,80.0,0.0,0,1
15494,768,15,1014.4,18.7,60.0,7.7,50.0,0.0,0,1
15495,789,15,1013.6,19.7,60.0,5.8,50.0,0.0,0,1
15496,810,15,1011.3,18.3,73.0,2.3,280.0,0.0,0,1
15497,831,15,1017.3,12.0,63.0,1.8,350.0,0.0,0,1
15498,852,15,1019.7,13.1,53.0,4.2,20.0,0.0,0,1
15499,915,15,1024.1,17.7,59.0,5.0,50.0,0.0,0,1
15500,936,15,1025.1,19.6,49.0,6.1,50.0,0.0,0,1
15501,957,15,1019.6,22.9,46.0,2.8,100.0,0.0,0,0
15502,978,15,1015.7,24.0,52.0,1.3,300.0,0.0,0,0
15503,999,15,1015.9,25.7,45.0,1.6,300.0,0.0,0,1
15504,1020,15,1017.5,20.8,68.0,6.4,50.0,0.0,0,1
15505,1062,15,1011.2,21.3,69.0,0.5,310.0,0.0,0,0
15506,1083,15,1013.9,21.0,73.0,6.3,50.0,0.0,0,0
15507,1104,15,1012.1,19.4,85.0,1.9,170.0,5.9,0,0
15508,1125,15,1016.1,15.2,71.0,4.5,50.0,0.0,0,0
15509,1146,15,1019.4,12.4,84.0,1.1,290.0,2.3,0,0
15510,1251,15,1013.1,19.1,59.0,0.9,270.0,0.0,0,0
15511,1272,15,1017.3,14.9,53.0,4.9,40.0,0.0,0,0
15512,1293,15,1012.4,18.8,61.0,4.0,50.0,0.0,0,0
15513,1356,15,1012.2,15.9,72.0,0.9,360.0,0.0,0,0
15514,1377,15,1013.8,14.3,66.0,2.2,40.0,0.1,0,0
15515,1398,15,1014.2,14.5,81.0,2.3,130.0,0.5,0,0
15516,1419,15,1013.0,15.3,80.0,4.9,50.0,0.0,0,0
15517,1440,15,1007.2,18.0,86.0,3.0,60.0,1.0,0,1
15518,1503,15,1006.8,17.2,87.0,1.7,20.0,0.0,0,0
15519,1524,15,1016.2,14.5,72.0,2.1,50.0,0.0,0,0
15520,1545,15,1015.5,16.7,64.0,5.2,50.0,0.0,0,0
15521,1566,15,1012.5,16.3,85.0,1.0,290.0,1.0,0,0
15522,1587,15,1013.4,19.4,80.0,3.8,60.0,0.0,0,1
15523,1650,15,1009.7,24.5,73.0,2.3,230.0,0.0,0,0
15524,1671,15,1013.9,17.8,78.0,6.5,60.0,0.0,0,0
15525,1692,15,1008.2,24.4,66.0,3.1,150.0,0.0,0,0
15526,1713,15,1011.0,21.0,74.0,2.3,60.0,0.0,0,0
15527,1734,15,1009.0,25.6,60.0,3.2,40.0,0.0,0,1
15528,1797,15,1018.1,23.2,44.0,4.9,50.0,0.0,0,0
15529,1818,15,1013.2,26.3,48.0,2.2,70.0,0.0,0,0
15530,1839,15,1014.6,25.4,57.0,1.5,310.0,0.0,0,0
15531,1860,15,1012.2,26.4,63.0,2.2,280.0,0.0,0,0
15532,1881,15,1012.5,16.0,79.0,4.5,50.0,1.0,0,0
15533,1986,15,1009.5,29.1,41.0,1.3,300.0,0.0,0,0
15534,2007,15,1009.7,25.2,62.0,0.7,50.0,0.0,0,0
15535,2028,15,1008.0,28.0,63.0,0.5,290.0,0.0,0,0
15536,2091,15,999.0,34.0,42.0,4.9,260.0,0.0,0,0
15537,2112,15,1006.4,19.4,73.0,4.3,50.0,1.0,0,0
15538,2133,15,1011.8,17.8,73.0,5.3,50.0,0.0,0,0
15539,2154,15,1012.9,20.4,63.0,3.4,70.0,0.0,0,0
15540,2175,15,1010.1,23.7,69.0,1.3,100.0,0.0,0,1
15541,2238,15,1002.4,31.7,58.0,2.4,280.0,0.0,0,0
15542,2259,15,1003.1,27.1,73.0,0.6,280.0,0.0,0,0
